fecha	rank	iteracion_bayesiana	qsemillas	semilla	corte	ganancia	metrica
20241114.153433	1	59	1	974747	2000	4.929	4.929
20241114.153507	1	59	1	974747	2200	4.359	4.359
20241114.153542	1	59	1	974747	2400	5.329	5.329
20241114.153615	1	59	1	578999	1600	6.509	6.509
20241114.153649	1	59	1	578999	1800	5.889	5.889
20241114.153722	1	59	1	578999	2000	5.659	5.659
20241114.153756	1	59	1	578999	2200	5.819	5.819
20241114.153829	1	59	1	578999	2400	5.229	5.229
20241114.153831	1	59	20	-1	1600	5.3215	5.3215
20241114.153832	1	59	20	-1	1800	5.271	5.271
20241114.153833	1	59	20	-1	2000	5.187	5.187
20241114.153834	1	59	20	-1	2200	5.0945	5.0945
20241114.153835	1	59	20	-1	2400	5.1295	5.1295
