fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	qsemillas	ganancia	metrica	iteracion_bayesiana
20241112.213455	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	77	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.25623026106702	0.898741084119106	470	222	2757	1	9833738.15461347	9833738.15461347	11
20241112.213542	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	74	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0830145127866461	0.854577154480398	1759	1587	2878	1	10662957.605985	10662957.605985	12
20241112.213639	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	144	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.265802080512939	0.567377813786637	45	1927	3013	1	9938356.6084788	9938356.6084788	13
20241112.213730	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	352	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.297877831504701	0.58152547624947	1820	1788	2836	1	9226862.84289277	9226862.84289277	14
20241112.213820	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	78	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.121973133399829	0.507223398326306	164	92	3114	1	9811615.96009975	9811615.96009975	15
20241112.213907	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	91	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.167805566579583	0.682218617125524	937	901	2715	1	10016895.2618454	10016895.2618454	16
20241112.213955	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	49	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0709485798948744	0.852735619865193	1723	1446	2567	1	10745483.7905237	10745483.7905237	17
20241112.214052	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	23	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0688676067178233	0.789870619243087	1870	1443	2896	1	10017635.9102244	10017635.9102244	18
20241112.214142	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	213	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0678448155021281	0.899683319356909	1352	1487	2596	1	10163221.9451372	10163221.9451372	19
20241112.214231	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	239	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0774022793704438	0.823496254828088	1548	1460	2980	1	10632568.5785536	10632568.5785536	20
20241112.214320	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	189	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.203248617126889	0.85504237143416	1659	1426	3755	1	9672157.10723192	9672157.10723192	21
20241112.214337	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	44	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0734298010884233	0.788805215543592	1454	1453	2414	1	10673311.7206983	10673311.7206983	22
20241112.214356	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	840	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0743532105317376	0.777714595290067	1426	1440	2310	1	9790698.25436409	9790698.25436409	23
20241112.214405	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	90	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0627550287181695	0.823805113253715	1536	1501	2738	1	10919865.3366584	10919865.3366584	24
20241112.214417	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	342	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0494835352103888	0.850694991028217	1556	1554	2831	1	10277872.8179551	10277872.8179551	25
20241112.214429	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	340	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0571359371268719	0.839196985442592	1566	1530	2193	1	10619304.2394015	10619304.2394015	26
20241112.214443	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	520	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0531749927931679	0.842030888475396	1581	1553	2355	1	10152157.1072319	10152157.1072319	27
20241112.214455	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	464	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0584592382962262	0.877462515702638	1650	2000	2109	1	10158785.5361596	10158785.5361596	28
20241112.214505	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	94	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0602863070112506	0.853678367319204	1626	1617	2598	1	10899067.3316708	10899067.3316708	29
20241112.214517	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	448	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0559853289046734	0.88579362060404	1687	1673	2673	1	10578007.4812968	10578007.4812968	30
20241112.214527	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	157	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0530255090471807	0.899982051766399	1719	1663	3328	1	10439940.1496259	10439940.1496259	31
20241112.214536	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	94	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0586045987142225	0.863023433978364	1646	1551	2574	1	10929172.0698254	10929172.0698254	32
20241112.214544	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	46	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0527611321997326	0.899008527770397	1719	1575	2819	1	10212725.6857855	10212725.6857855	33
20241112.214556	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	414	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0589726608569232	0.869879029845343	1651	1596	2767	1	10468975.0623441	10468975.0623441	34
20241112.214615	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	830	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0592999925667168	0.868993063124404	1653	1589	3578	1	10109491.2718204	10109491.2718204	35
20241112.214629	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	525	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0582801221147384	0.859389825267443	1659	1689	2585	1	10475423.9401496	10475423.9401496	36
20241112.214651	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1140	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0583992117217657	0.860496618129582	1656	1693	3979	1	9967638.40399002	9967638.40399002	37
20241112.214704	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	383	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0613846018214745	0.834464202022948	1561	1442	3047	1	10097603.4912718	10097603.4912718	38
20241112.214718	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	553	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0628877918651758	0.833320663628459	1560	1509	2943	1	10180975.0623441	10180975.0623441	39
20241112.214733	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	564	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0593415680407496	0.8409534624098	1640	1513	2740	1	10625685.7855362	10625685.7855362	40
20241112.214751	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	801	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0577382768663089	0.84066784894405	1674	1500	3286	1	10249630.9226933	10249630.9226933	41
20241112.214805	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	531	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0605323668903325	0.840314434355779	1602	1515	2310	1	10221920.1995012	10221920.1995012	42
20241112.214813	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	62	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0618310740148893	0.84071832494954	1603	1523	2304	1	10770493.765586	10770493.765586	43
20241112.214823	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	266	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0662756581249403	0.83053298289999	1583	1525	3612	1	10502753.117207	10502753.117207	44
20241112.214841	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	804	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0670523982637182	0.835235284617757	1579	1524	2572	1	10042204.4887781	10042204.4887781	45
20241112.214851	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	185	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0596697425110193	0.828033570494424	1557	1515	2773	1	10474615.9600998	10474615.9600998	46
20241112.214902	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	341	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0599272202330476	0.823432041214252	1540	1519	2341	1	10687024.9376559	10687024.9376559	47
20241112.214916	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	511	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0572780177816413	0.807464532095325	1499	1509	2628	1	10096847.8802993	10096847.8802993	48
20241112.214931	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	631	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0640555389793363	0.857511027443923	1619	1519	3132	1	9792927.68079801	9792927.68079801	49
20241112.214945	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	452	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0557117884382252	0.786358885012871	1510	1548	2586	1	10424842.8927681	10424842.8927681	50
20241112.214957	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	390	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0550305958871583	0.768844156343782	1481	1546	3198	1	10262857.8553616	10262857.8553616	51
20241112.215009	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	332	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0604743641411237	0.824004432134441	1580	1545	3377	1	10219324.1895262	10219324.1895262	52
20241112.215023	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	518	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0596948604889524	0.825862126756535	1559	1535	2487	1	10190970.074813	10190970.074813	53
20241112.215030	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	41	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0646471706013906	0.844989276025514	1628	1539	2664	1	10635531.1720698	10635531.1720698	54
20241112.215040	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	240	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0725491654027382	0.852320893050078	1700	1552	3303	1	10371598.5037406	10371598.5037406	55
20241112.215051	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	240	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0725491654027382	0.852320893050078	1700	1552	3303	1	10371598.5037406	10371598.5037406	56
20241112.215100	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	20	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0708199389579024	0.680907319030241	601	550	2830	1	10870399.0024938	10870399.0024938	57
20241112.215113	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	538	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.100958347835386	0.755231010018021	1943	1761	2482	1	10527665.8354115	10527665.8354115	58
20241112.215120	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	27	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0856539067633945	0.890506670998919	24	1307	2358	1	10493281.7955112	10493281.7955112	59
20241112.215129	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	68	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.201013960893188	0.657693885672448	1316	792	2836	1	10189855.361596	10189855.361596	60
20241112.215138	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	67	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.238445140074563	0.573493615104321	1458	586	3762	1	9901331.67082294	9901331.67082294	61
20241112.215148	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	68	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.28236867004322	0.689911536871269	431	271	2458	1	9468194.51371571	9468194.51371571	62
20241112.215154	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	15	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0892884205138756	0.582752067613422	37	642	2511	1	10580715.7107232	10580715.7107232	63
20241112.215204	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	70	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.191462322752607	0.583049586578532	1375	501	2497	1	9509199.50124688	9509199.50124688	64
20241112.215212	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	84	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.2525663182626	0.518700971033751	653	1176	3425	1	10048391.521197	10048391.521197	65
20241112.215218	45	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	30	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.245375506689424	0.515827265285717	1094	1676	2276	1	10101276.80798	10101276.80798	66
